order_id,order_date,product_id,quantity_ordered
2265,2024-06-14 17:20:53.980228,85,2
2266,2024-06-13 17:20:53.980228,97,8
2267,2024-06-26 17:20:53.980228,32,9
2268,2024-06-14 17:20:53.980228,52,7
2269,2024-06-23 17:20:53.980228,83,1
2270,2024-06-17 17:20:53.980228,97,6
2271,2024-06-21 17:20:53.980228,28,8
2272,2024-06-20 17:20:53.980228,95,5
2273,2024-06-25 17:20:53.980228,85,2
2274,2024-06-21 17:20:53.980228,98,5
2275,2024-06-20 17:20:53.980228,64,8
2276,2024-06-17 17:20:53.980228,79,2
2277,2024-06-13 17:20:53.980228,78,1
2278,2024-06-17 17:20:53.980228,19,4
2279,2024-06-25 17:20:53.980228,15,4
2280,2024-06-25 17:20:53.980228,6,9
2281,2024-06-17 17:20:53.980228,73,3
2282,2024-06-20 17:20:53.980228,84,4
2283,2024-06-15 17:20:53.980228,98,3
2284,2024-06-26 17:20:53.980228,38,2
2285,2024-06-19 17:20:53.980228,26,4
2286,2024-06-16 17:20:53.980228,82,8
2287,2024-06-14 17:20:53.980228,92,1
2288,2024-06-24 17:20:53.980228,51,8
2289,2024-06-16 17:20:53.980228,73,8
2290,2024-06-21 17:20:53.980228,96,3
2291,2024-06-18 17:20:53.980228,53,6
2292,2024-06-21 17:20:53.980228,56,4
2293,2024-06-18 17:20:53.980228,59,1
2294,2024-06-20 17:20:53.980228,70,1
2295,2024-06-18 17:20:53.980228,78,5
2296,2024-06-25 17:20:53.980228,92,8
2297,2024-06-15 17:20:53.980228,58,1
2298,2024-06-19 17:20:53.980228,88,2
2299,2024-06-19 17:20:53.980228,13,7
2300,2024-06-25 17:20:53.980228,43,8
2301,2024-06-15 17:20:53.980228,76,3
2302,2024-06-13 17:20:53.980228,51,8
2303,2024-06-23 17:20:53.980228,19,1
2304,2024-06-13 17:20:53.980228,21,9
2305,2024-06-16 17:20:53.980228,91,2
2306,2024-06-20 17:20:53.980228,83,2
2307,2024-06-16 17:20:53.980228,24,4
2308,2024-06-23 17:20:53.980228,26,3
2309,2024-06-23 17:20:53.980228,45,4
2310,2024-06-21 17:20:53.980228,28,6
2311,2024-06-17 17:20:53.980228,82,7
2312,2024-06-21 17:20:53.980228,100,5
2313,2024-06-17 17:20:53.980228,29,2
2314,2024-06-24 17:20:53.980228,17,3
2315,2024-06-18 17:20:53.980228,68,3
2316,2024-06-15 17:20:53.980228,44,5
2317,2024-06-17 17:20:53.980228,61,5
2318,2024-06-13 17:20:53.980228,93,4
2319,2024-06-16 17:20:53.980228,68,8
2320,2024-06-25 17:20:53.980228,74,6
2321,2024-06-21 17:20:53.980228,25,6
2322,2024-06-15 17:20:53.980228,95,1
2323,2024-06-20 17:20:53.980228,67,6
2324,2024-06-15 17:20:53.980228,2,3
2325,2024-06-14 17:20:53.980228,89,6
2326,2024-06-18 17:20:53.980228,49,6
2327,2024-06-14 17:20:53.980228,70,2
2328,2024-06-24 17:20:53.980228,26,1
2329,2024-06-17 17:20:53.980228,72,3
2330,2024-06-24 17:20:53.980228,99,5
2331,2024-06-20 17:20:53.980228,27,4
2332,2024-06-13 17:20:53.980228,89,7
2333,2024-06-23 17:20:53.980228,18,4
2334,2024-06-14 17:20:53.980228,54,8
2335,2024-06-19 17:20:53.980228,1,7
2336,2024-06-14 17:20:53.980228,61,9
2337,2024-06-20 17:20:53.980228,3,1
2338,2024-06-22 17:20:53.980228,68,5
2339,2024-06-20 17:20:53.980228,41,4
2340,2024-06-24 17:20:53.980228,37,6
2341,2024-06-15 17:20:53.980228,51,1
2342,2024-06-25 17:20:53.980228,15,6
2343,2024-06-21 17:20:53.980228,8,1
2344,2024-06-25 17:20:53.980228,38,1
2345,2024-06-24 17:20:53.980228,83,8
2346,2024-06-21 17:20:53.980228,56,2
2347,2024-06-22 17:20:53.980228,47,6
2348,2024-06-19 17:20:53.980228,90,6
2349,2024-06-18 17:20:53.980228,10,6
2350,2024-06-16 17:20:53.980228,78,8
2351,2024-06-24 17:20:53.980228,49,4
2352,2024-06-15 17:20:53.980228,41,3
2353,2024-06-17 17:20:53.980228,83,6
2354,2024-06-24 17:20:53.980228,30,4
2355,2024-06-24 17:20:53.980228,5,2
2356,2024-06-14 17:20:53.980228,95,6
2357,2024-06-14 17:20:53.980228,71,5
2358,2024-06-21 17:20:53.980228,83,9
2359,2024-06-26 17:20:53.980228,31,6
2360,2024-06-20 17:20:53.980228,52,3
2361,2024-06-15 17:20:53.980228,88,5
2362,2024-06-26 17:20:53.980228,98,8
2363,2024-06-13 17:20:53.980228,23,9
2364,2024-06-22 17:20:53.980228,48,8
2365,2024-06-17 17:20:53.980228,40,3
2366,2024-06-14 17:20:53.980228,6,9
2367,2024-06-19 17:20:53.980228,38,3
2368,2024-06-23 17:20:53.980228,41,8
2369,2024-06-22 17:20:53.980228,100,9
2370,2024-06-23 17:20:53.980228,27,7
2371,2024-06-15 17:20:53.980228,75,4
2372,2024-06-15 17:20:53.980228,69,9
2373,2024-06-13 17:20:53.980228,57,3
2374,2024-06-23 17:20:53.980228,17,3
2375,2024-06-15 17:20:53.980228,71,2
2376,2024-06-19 17:20:53.980228,91,3
2377,2024-06-25 17:20:53.980228,47,1
2378,2024-06-26 17:20:53.980228,79,4
2379,2024-06-24 17:20:53.980228,13,8
2380,2024-06-18 17:20:53.980228,11,5
2381,2024-06-23 17:20:53.980228,90,2
2382,2024-06-17 17:20:53.980228,86,3
2383,2024-06-22 17:20:53.980228,92,1
2384,2024-06-25 17:20:53.980228,24,2
2385,2024-06-23 17:20:53.980228,93,1
2386,2024-06-25 17:20:53.980228,73,2
2387,2024-06-25 17:20:53.980228,4,3
2388,2024-06-23 17:20:53.980228,46,1
2389,2024-06-21 17:20:53.980228,18,9
2390,2024-06-20 17:20:53.980228,43,5
2391,2024-06-17 17:20:53.980228,80,8
2392,2024-06-24 17:20:53.980228,33,5
2393,2024-06-24 17:20:53.980228,93,8
2394,2024-06-17 17:20:53.980228,10,7
2395,2024-06-21 17:20:53.980228,73,4
2396,2024-06-14 17:20:53.980228,59,7
2397,2024-06-15 17:20:53.980228,31,6
2398,2024-06-24 17:20:53.980228,28,3
2399,2024-06-14 17:20:53.980228,60,9
2400,2024-06-25 17:20:53.980228,3,9
2401,2024-06-19 17:20:53.980228,55,5
2402,2024-06-22 17:20:53.980228,14,8
2403,2024-06-26 17:20:53.980228,58,7
2404,2024-06-24 17:20:53.980228,89,9
2405,2024-06-17 17:20:53.980228,15,7
2406,2024-06-19 17:20:53.980228,2,4
2407,2024-06-23 17:20:53.980228,24,4
2408,2024-06-13 17:20:53.980228,78,8
2409,2024-06-20 17:20:53.980228,64,6
2410,2024-06-17 17:20:53.980228,71,9
2411,2024-06-15 17:20:53.980228,100,7
2412,2024-06-13 17:20:53.980228,24,7
2413,2024-06-13 17:20:53.980228,27,4
2414,2024-06-25 17:20:53.980228,37,3
2415,2024-06-20 17:20:53.980228,94,8
2416,2024-06-22 17:20:53.980228,91,7
2417,2024-06-22 17:20:53.980228,39,4
2418,2024-06-21 17:20:53.980228,63,4
2419,2024-06-14 17:20:53.980228,79,1
2420,2024-06-18 17:20:53.980228,26,7
2421,2024-06-13 17:20:53.980228,65,1
2422,2024-06-21 17:20:53.980228,4,4
2423,2024-06-15 17:20:53.980228,29,3
2424,2024-06-14 17:20:53.980228,1,3
2425,2024-06-13 17:20:53.980228,50,1
2426,2024-06-19 17:20:53.980228,86,4
2427,2024-06-20 17:20:53.980228,11,1
2428,2024-06-18 17:20:53.980228,74,8
2429,2024-06-23 17:20:53.980228,59,1
2430,2024-06-25 17:20:53.980228,62,6
2431,2024-06-20 17:20:53.980228,81,7
2432,2024-06-21 17:20:53.980228,36,2
2433,2024-06-26 17:20:53.980228,56,4
2434,2024-06-16 17:20:53.980228,90,3
2435,2024-06-18 17:20:53.980228,21,9
2436,2024-06-18 17:20:53.980228,13,7
2437,2024-06-15 17:20:53.980228,9,2
2438,2024-06-25 17:20:53.980228,11,6
2439,2024-06-24 17:20:53.980228,75,9
2440,2024-06-22 17:20:53.980228,70,3
2441,2024-06-22 17:20:53.980228,1,6
2442,2024-06-26 17:20:53.980228,70,3
2443,2024-06-19 17:20:53.980228,77,3
2444,2024-06-15 17:20:53.980228,86,4
2445,2024-06-19 17:20:53.980228,56,9
2446,2024-06-23 17:20:53.980228,31,8
2447,2024-06-14 17:20:53.980228,86,1
2448,2024-06-20 17:20:53.980228,37,1
2449,2024-06-16 17:20:53.980228,47,7
2450,2024-06-17 17:20:53.980228,91,3
2451,2024-06-24 17:20:53.980228,78,7
2452,2024-06-21 17:20:53.980228,47,9
2453,2024-06-13 17:20:53.980228,69,3
2454,2024-06-17 17:20:53.980228,58,3
2455,2024-06-14 17:20:53.980228,36,2
2456,2024-06-17 17:20:53.980228,32,1
2457,2024-06-15 17:20:53.980228,98,9
2458,2024-06-13 17:20:53.980228,64,6
2459,2024-06-18 17:20:53.980228,71,6
2460,2024-06-26 17:20:53.980228,42,8
2461,2024-06-22 17:20:53.980228,48,5
2462,2024-06-23 17:20:53.980228,74,9
2463,2024-06-19 17:20:53.980228,81,5
2464,2024-06-16 17:20:53.980228,30,2
2465,2024-06-15 17:20:53.980228,21,6
2466,2024-06-26 17:20:53.980228,60,9
2467,2024-06-18 17:20:53.980228,13,3
2468,2024-06-21 17:20:53.980228,1,4
2469,2024-06-23 17:20:53.980228,65,8
2470,2024-06-15 17:20:53.980228,33,6
2471,2024-06-18 17:20:53.980228,38,7
2472,2024-06-16 17:20:53.980228,25,7
2473,2024-06-22 17:20:53.980228,26,4
2474,2024-06-22 17:20:53.980228,77,6
2475,2024-06-15 17:20:53.980228,59,9
2476,2024-06-22 17:20:53.980228,92,3
2477,2024-06-26 17:20:53.980228,33,8
2478,2024-06-26 17:20:53.980228,41,7
2479,2024-06-19 17:20:53.980228,30,4
2480,2024-06-15 17:20:53.980228,57,3
2481,2024-06-19 17:20:53.980228,49,7
2482,2024-06-15 17:20:53.980228,48,9
2483,2024-06-21 17:20:53.980228,72,3
2484,2024-06-15 17:20:53.980228,49,9
2485,2024-06-16 17:20:53.980228,47,8
2486,2024-06-14 17:20:53.980228,56,3
2487,2024-06-23 17:20:53.980228,65,8
2488,2024-06-25 17:20:53.980228,12,4
2489,2024-06-13 17:20:53.980228,69,6
2490,2024-06-25 17:20:53.980228,88,2
2491,2024-06-18 17:20:53.980228,6,8
2492,2024-06-22 17:20:53.980228,89,9
2493,2024-06-23 17:20:53.980228,65,7
2494,2024-06-17 17:20:53.980228,25,8
2495,2024-06-14 17:20:53.980228,1,7
2496,2024-06-26 17:20:53.980228,32,4
2497,2024-06-20 17:20:53.980228,3,1
2498,2024-06-24 17:20:53.980228,49,3
2499,2024-06-21 17:20:53.980228,19,7
2500,2024-06-22 17:20:53.980228,60,7
2501,2024-06-22 17:20:53.980228,29,3
2502,2024-06-16 17:20:53.980228,50,1
2503,2024-06-22 17:20:53.980228,2,9
2504,2024-06-26 17:20:53.980228,73,6
2505,2024-06-26 17:20:53.980228,56,7
2506,2024-06-24 17:20:53.980228,17,1
2507,2024-06-13 17:20:53.980228,60,1
2508,2024-06-15 17:20:53.980228,36,4
2509,2024-06-17 17:20:53.980228,61,7
2510,2024-06-23 17:20:53.980228,17,8
2511,2024-06-22 17:20:53.980228,49,9
2512,2024-06-25 17:20:53.980228,76,1
2513,2024-06-19 17:20:53.980228,60,4
2514,2024-06-16 17:20:53.980228,20,4
2515,2024-06-16 17:20:53.980228,50,3
2516,2024-06-13 17:20:53.980228,3,7
2517,2024-06-25 17:20:53.980228,43,1
2518,2024-06-18 17:20:53.980228,57,9
2519,2024-06-25 17:20:53.980228,50,8
2520,2024-06-14 17:20:53.980228,68,2
2521,2024-06-18 17:20:53.980228,81,2
2522,2024-06-20 17:20:53.980228,50,8
2523,2024-06-19 17:20:53.980228,37,1
2524,2024-06-16 17:20:53.980228,46,7
2525,2024-06-25 17:20:53.980228,42,9
2526,2024-06-20 17:20:53.980228,15,3
2527,2024-06-15 17:20:53.980228,33,7
2528,2024-06-21 17:20:53.980228,80,6
2529,2024-06-23 17:20:53.980228,11,7
2530,2024-06-20 17:20:53.980228,20,7
2531,2024-06-13 17:20:53.980228,24,1
2532,2024-06-14 17:20:53.980228,64,3
2533,2024-06-23 17:20:53.980228,80,1
2534,2024-06-25 17:20:53.980228,94,5
2535,2024-06-17 17:20:53.980228,98,3
2536,2024-06-15 17:20:53.980228,65,1
2537,2024-06-20 17:20:53.980228,88,2
2538,2024-06-19 17:20:53.980228,88,5
2539,2024-06-25 17:20:53.980228,73,3
2540,2024-06-22 17:20:53.980228,86,6
2541,2024-06-26 17:20:53.980228,76,9
2542,2024-06-20 17:20:53.980228,17,6
2543,2024-06-19 17:20:53.980228,89,2
2544,2024-06-14 17:20:53.980228,92,2
2545,2024-06-21 17:20:53.980228,61,8
2546,2024-06-22 17:20:53.980228,15,8
2547,2024-06-21 17:20:53.980228,94,6
2548,2024-06-25 17:20:53.980228,51,7
2549,2024-06-26 17:20:53.980228,27,1
2550,2024-06-20 17:20:53.980228,86,9
2551,2024-06-20 17:20:53.980228,74,5
2552,2024-06-17 17:20:53.980228,61,9
2553,2024-06-16 17:20:53.980228,58,2
2554,2024-06-17 17:20:53.980228,31,8
2555,2024-06-13 17:20:53.980228,91,7
2556,2024-06-25 17:20:53.980228,12,4
2557,2024-06-25 17:20:53.980228,46,3
2558,2024-06-26 17:20:53.980228,31,4
2559,2024-06-17 17:20:53.980228,32,4
2560,2024-06-19 17:20:53.980228,32,8
2561,2024-06-19 17:20:53.980228,99,4
2562,2024-06-26 17:20:53.980228,53,5
2563,2024-06-15 17:20:53.980228,61,2
2564,2024-06-16 17:20:53.980228,46,4
2565,2024-06-19 17:20:53.980228,85,7
2566,2024-06-18 17:20:53.980228,74,3
2567,2024-06-13 17:20:53.980228,80,1
2568,2024-06-23 17:20:53.980228,7,8
2569,2024-06-26 17:20:53.980228,4,8
2570,2024-06-26 17:20:53.980228,91,6
2571,2024-06-24 17:20:53.980228,52,7
2572,2024-06-13 17:20:53.980228,89,2
2573,2024-06-22 17:20:53.980228,31,5
2574,2024-06-22 17:20:53.980228,75,7
2575,2024-06-18 17:20:53.980228,84,9
2576,2024-06-17 17:20:53.980228,36,1
2577,2024-06-13 17:20:53.980228,54,3
2578,2024-06-15 17:20:53.980228,54,6
2579,2024-06-25 17:20:53.980228,17,7
2580,2024-06-25 17:20:53.980228,75,6
2581,2024-06-21 17:20:53.980228,30,1
2582,2024-06-18 17:20:53.980228,99,4
2583,2024-06-26 17:20:53.980228,22,6
2584,2024-06-18 17:20:53.980228,43,8
2585,2024-06-18 17:20:53.980228,27,4
2586,2024-06-14 17:20:53.980228,37,7
2587,2024-06-18 17:20:53.980228,46,3
2588,2024-06-22 17:20:53.980228,35,8
2589,2024-06-14 17:20:53.980228,4,1
2590,2024-06-18 17:20:53.980228,80,4
2591,2024-06-16 17:20:53.980228,80,8
2592,2024-06-23 17:20:53.980228,85,4
2593,2024-06-25 17:20:53.980228,26,2
2594,2024-06-14 17:20:53.980228,100,2
2595,2024-06-21 17:20:53.980228,19,4
2596,2024-06-13 17:20:53.980228,81,4
2597,2024-06-23 17:20:53.980228,45,2
2598,2024-06-21 17:20:53.980228,26,7
2599,2024-06-24 17:20:53.980228,22,6
2600,2024-06-21 17:20:53.980228,58,3
2601,2024-06-25 17:20:53.980228,63,8
2602,2024-06-25 17:20:53.980228,28,8
2603,2024-06-14 17:20:53.980228,65,1
2604,2024-06-18 17:20:53.980228,44,3
2605,2024-06-20 17:20:53.980228,100,5
2606,2024-06-24 17:20:53.980228,43,2
2607,2024-06-14 17:20:53.980228,37,5
2608,2024-06-16 17:20:53.980228,66,3
2609,2024-06-26 17:20:53.980228,17,9
2610,2024-06-19 17:20:53.980228,40,1
2611,2024-06-13 17:20:53.980228,38,4
2612,2024-06-21 17:20:53.980228,85,6
2613,2024-06-20 17:20:53.980228,61,9
2614,2024-06-18 17:20:53.980228,9,3
2615,2024-06-22 17:20:53.980228,77,3
2616,2024-06-26 17:20:53.980228,75,5
2617,2024-06-15 17:20:53.980228,61,7
2618,2024-06-17 17:20:53.980228,80,5
2619,2024-06-20 17:20:53.980228,16,8
2620,2024-06-22 17:20:53.980228,2,5
2621,2024-06-24 17:20:53.980228,72,7
2622,2024-06-15 17:20:53.980228,43,6
2623,2024-06-14 17:20:53.980228,42,2
2624,2024-06-18 17:20:53.980228,77,3
2625,2024-06-26 17:20:53.980228,57,4
2626,2024-06-26 17:20:53.980228,81,5
2627,2024-06-26 17:20:53.980228,88,9
2628,2024-06-24 17:20:53.980228,67,6
2629,2024-06-15 17:20:53.980228,30,1
2630,2024-06-21 17:20:53.980228,13,3
2631,2024-06-17 17:20:53.980228,19,7
2632,2024-06-16 17:20:53.980228,7,8
2633,2024-06-24 17:20:53.980228,9,7
2634,2024-06-19 17:20:53.980228,83,5
2635,2024-06-13 17:20:53.980228,54,8
2636,2024-06-13 17:20:53.980228,86,9
2637,2024-06-17 17:20:53.980228,82,7
2638,2024-06-25 17:20:53.980228,61,9
2639,2024-06-13 17:20:53.980228,87,1
2640,2024-06-18 17:20:53.980228,2,9
2641,2024-06-24 17:20:53.980228,50,3
2642,2024-06-22 17:20:53.980228,75,6
2643,2024-06-17 17:20:53.980228,31,8
2644,2024-06-19 17:20:53.980228,33,3
2645,2024-06-25 17:20:53.980228,78,4
2646,2024-06-21 17:20:53.980228,80,7
2647,2024-06-15 17:20:53.980228,11,7
2648,2024-06-22 17:20:53.980228,33,4
2649,2024-06-14 17:20:53.980228,7,9
2650,2024-06-17 17:20:53.980228,31,3
2651,2024-06-18 17:20:53.980228,48,8
2652,2024-06-15 17:20:53.980228,47,8
2653,2024-06-22 17:20:53.980228,78,4
2654,2024-06-25 17:20:53.980228,92,7
2655,2024-06-22 17:20:53.980228,53,4
2656,2024-06-15 17:20:53.980228,80,1
2657,2024-06-23 17:20:53.980228,19,1
2658,2024-06-16 17:20:53.980228,81,1
2659,2024-06-20 17:20:53.980228,90,2
2660,2024-06-21 17:20:53.980228,6,6
2661,2024-06-13 17:20:53.980228,49,5
2662,2024-06-25 17:20:53.980228,73,2
2663,2024-06-15 17:20:53.980228,50,8
2664,2024-06-16 17:20:53.980228,81,9
2665,2024-06-16 17:20:53.980228,95,7
2666,2024-06-14 17:20:53.980228,12,9
2667,2024-06-22 17:20:53.980228,23,4
2668,2024-06-20 17:20:53.980228,54,7
2669,2024-06-16 17:20:53.980228,69,5
2670,2024-06-20 17:20:53.980228,100,5
2671,2024-06-22 17:20:53.980228,59,3
2672,2024-06-15 17:20:53.980228,36,9
2673,2024-06-18 17:20:53.980228,3,5
2674,2024-06-23 17:20:53.980228,58,6
2675,2024-06-16 17:20:53.980228,88,3
2676,2024-06-24 17:20:53.980228,55,7
2677,2024-06-23 17:20:53.980228,57,9
2678,2024-06-22 17:20:53.980228,17,9
2679,2024-06-14 17:20:53.980228,39,5
2680,2024-06-21 17:20:53.980228,90,7
2681,2024-06-24 17:20:53.980228,68,3
2682,2024-06-25 17:20:53.980228,55,6
2683,2024-06-13 17:20:53.980228,45,8
2684,2024-06-14 17:20:53.980228,76,8
2685,2024-06-23 17:20:53.980228,1,2
2686,2024-06-22 17:20:53.980228,21,6
2687,2024-06-23 17:20:53.980228,83,7
2688,2024-06-13 17:20:53.980228,21,7
2689,2024-06-16 17:20:53.980228,52,3
2690,2024-06-14 17:20:53.980228,82,9
2691,2024-06-15 17:20:53.980228,43,2
2692,2024-06-24 17:20:53.980228,52,3
2693,2024-06-19 17:20:53.980228,67,2
2694,2024-06-17 17:20:53.980228,44,9
2695,2024-06-23 17:20:53.980228,32,4
2696,2024-06-13 17:20:53.980228,10,2
2697,2024-06-25 17:20:53.980228,64,3
2698,2024-06-25 17:20:53.980228,79,4
2699,2024-06-26 17:20:53.980228,69,6
2700,2024-06-14 17:20:53.980228,68,5
2701,2024-06-23 17:20:53.980228,28,3
2702,2024-06-17 17:20:53.980228,53,8
2703,2024-06-18 17:20:53.980228,51,8
2704,2024-06-13 17:20:53.980228,53,7
2705,2024-06-16 17:20:53.980228,4,3
2706,2024-06-20 17:20:53.980228,79,1
2707,2024-06-15 17:20:53.980228,17,5
2708,2024-06-17 17:20:53.980228,67,1
2709,2024-06-20 17:20:53.980228,74,6
2710,2024-06-14 17:20:53.980228,47,7
2711,2024-06-20 17:20:53.980228,56,5
2712,2024-06-19 17:20:53.980228,23,4
2713,2024-06-26 17:20:53.980228,18,2
2714,2024-06-17 17:20:53.980228,1,5
2715,2024-06-14 17:20:53.980228,35,9
2716,2024-06-17 17:20:53.980228,64,4
2717,2024-06-19 17:20:53.980228,58,2
2718,2024-06-23 17:20:53.980228,95,6
2719,2024-06-23 17:20:53.980228,59,8
2720,2024-06-23 17:20:53.980228,1,2
2721,2024-06-21 17:20:53.980228,3,9
2722,2024-06-20 17:20:53.980228,67,7
2723,2024-06-21 17:20:53.980228,37,2
2724,2024-06-26 17:20:53.980228,83,5
2725,2024-06-15 17:20:53.980228,29,5
2726,2024-06-19 17:20:53.980228,89,7
2727,2024-06-14 17:20:53.980228,33,5
2728,2024-06-17 17:20:53.980228,100,6
2729,2024-06-16 17:20:53.980228,61,9
2730,2024-06-14 17:20:53.980228,93,3
2731,2024-06-20 17:20:53.980228,90,3
2732,2024-06-21 17:20:53.980228,4,8
2733,2024-06-21 17:20:53.980228,14,6
2734,2024-06-22 17:20:53.980228,91,3
2735,2024-06-21 17:20:53.980228,33,2
2736,2024-06-15 17:20:53.980228,22,2
2737,2024-06-18 17:20:53.980228,48,2
2738,2024-06-17 17:20:53.980228,3,5
2739,2024-06-18 17:20:53.980228,87,5
2740,2024-06-17 17:20:53.980228,85,1
2741,2024-06-19 17:20:53.980228,23,2
2742,2024-06-17 17:20:53.980228,68,2
2743,2024-06-18 17:20:53.980228,21,4
2744,2024-06-14 17:20:53.980228,43,7
2745,2024-06-17 17:20:53.980228,95,3
2746,2024-06-19 17:20:53.980228,85,5
2747,2024-06-19 17:20:53.980228,26,9
2748,2024-06-26 17:20:53.980228,41,5
2749,2024-06-17 17:20:53.980228,99,9
2750,2024-06-16 17:20:53.980228,38,1
2751,2024-06-22 17:20:53.980228,88,9
2752,2024-06-23 17:20:53.980228,11,5
2753,2024-06-25 17:20:53.980228,29,8
2754,2024-06-19 17:20:53.980228,60,5
2755,2024-06-24 17:20:53.980228,67,6
2756,2024-06-23 17:20:53.980228,65,8
2757,2024-06-15 17:20:53.980228,61,2
2758,2024-06-20 17:20:53.980228,19,3
2759,2024-06-17 17:20:53.980228,46,9
2760,2024-06-18 17:20:53.980228,49,5
2761,2024-06-25 17:20:53.980228,22,5
2762,2024-06-24 17:20:53.980228,78,9
2763,2024-06-23 17:20:53.980228,57,3
2764,2024-06-17 17:20:53.980228,14,4
2765,2024-06-26 17:20:53.980228,44,7
2766,2024-06-20 17:20:53.980228,16,2
2767,2024-06-25 17:20:53.980228,97,8
2768,2024-06-22 17:20:53.980228,77,5
2769,2024-06-26 17:20:53.980228,12,1
2770,2024-06-24 17:20:53.980228,55,3
2771,2024-06-15 17:20:53.980228,51,9
2772,2024-06-25 17:20:53.980228,39,5
2773,2024-06-26 17:20:53.980228,33,8
2774,2024-06-20 17:20:53.980228,33,1
2775,2024-06-22 17:20:53.980228,29,7
2776,2024-06-26 17:20:53.980228,69,7
2777,2024-06-21 17:20:53.980228,70,8
2778,2024-06-22 17:20:53.980228,31,3
2779,2024-06-24 17:20:53.980228,80,1
2780,2024-06-15 17:20:53.980228,31,9
2781,2024-06-20 17:20:53.980228,89,1
2782,2024-06-16 17:20:53.980228,46,6
2783,2024-06-17 17:20:53.980228,97,9
2784,2024-06-18 17:20:53.980228,77,2
2785,2024-06-13 17:20:53.980228,52,4
2786,2024-06-14 17:20:53.980228,10,2
2787,2024-06-14 17:20:53.980228,88,4
2788,2024-06-18 17:20:53.980228,74,2
2789,2024-06-13 17:20:53.980228,41,1
2790,2024-06-18 17:20:53.980228,95,3
2791,2024-06-25 17:20:53.980228,77,8
2792,2024-06-24 17:20:53.980228,3,5
2793,2024-06-20 17:20:53.980228,59,4
2794,2024-06-22 17:20:53.980228,52,5
2795,2024-06-25 17:20:53.980228,34,6
2796,2024-06-24 17:20:53.980228,49,6
2797,2024-06-17 17:20:53.980228,28,5
2798,2024-06-21 17:20:53.980228,83,6
2799,2024-06-14 17:20:53.980228,87,9
2800,2024-06-20 17:20:53.980228,96,5
2801,2024-06-18 17:20:53.980228,13,6
2802,2024-06-26 17:20:53.980228,97,4
2803,2024-06-16 17:20:53.980228,98,3
2804,2024-06-20 17:20:53.980228,97,6
2805,2024-06-19 17:20:53.980228,69,5
2806,2024-06-15 17:20:53.980228,67,4
2807,2024-06-13 17:20:53.980228,61,5
2808,2024-06-24 17:20:53.980228,60,7
2809,2024-06-23 17:20:53.980228,71,1
2810,2024-06-17 17:20:53.980228,24,1
2811,2024-06-21 17:20:53.980228,63,1
2812,2024-06-17 17:20:53.980228,86,2
2813,2024-06-20 17:20:53.980228,61,9
2814,2024-06-14 17:20:53.980228,23,5
2815,2024-06-13 17:20:53.980228,30,9
2816,2024-06-23 17:20:53.980228,60,5
2817,2024-06-19 17:20:53.980228,18,7
2818,2024-06-22 17:20:53.980228,96,6
2819,2024-06-26 17:20:53.980228,56,2
2820,2024-06-23 17:20:53.980228,53,3
2821,2024-06-24 17:20:53.980228,7,5
2822,2024-06-18 17:20:53.980228,97,4
2823,2024-06-19 17:20:53.980228,69,6
2824,2024-06-26 17:20:53.980228,92,8
2825,2024-06-16 17:20:53.980228,72,8
2826,2024-06-21 17:20:53.980228,79,3
2827,2024-06-18 17:20:53.980228,52,4
2828,2024-06-20 17:20:53.980228,4,1
2829,2024-06-23 17:20:53.980228,34,2
2830,2024-06-14 17:20:53.980228,69,9
2831,2024-06-26 17:20:53.980228,33,2
2832,2024-06-15 17:20:53.980228,69,6
2833,2024-06-25 17:20:53.980228,38,7
2834,2024-06-15 17:20:53.980228,98,6
2835,2024-06-22 17:20:53.980228,26,8
2836,2024-06-15 17:20:53.980228,1,9
2837,2024-06-16 17:20:53.980228,4,8
2838,2024-06-22 17:20:53.980228,39,5
2839,2024-06-19 17:20:53.980228,54,8
2840,2024-06-21 17:20:53.980228,90,9
2841,2024-06-19 17:20:53.980228,33,8
2842,2024-06-25 17:20:53.980228,33,2
2843,2024-06-24 17:20:53.980228,72,2
2844,2024-06-21 17:20:53.980228,20,3
2845,2024-06-15 17:20:53.980228,16,7
2846,2024-06-14 17:20:53.980228,21,9
2847,2024-06-17 17:20:53.980228,45,8
2848,2024-06-24 17:20:53.980228,90,9
2849,2024-06-21 17:20:53.980228,87,6
2850,2024-06-21 17:20:53.980228,82,1
2851,2024-06-25 17:20:53.980228,62,4
2852,2024-06-20 17:20:53.980228,31,6
2853,2024-06-15 17:20:53.980228,42,6
2854,2024-06-25 17:20:53.980228,12,8
2855,2024-06-21 17:20:53.980228,65,1
2856,2024-06-26 17:20:53.980228,73,2
2857,2024-06-24 17:20:53.980228,3,2
2858,2024-06-25 17:20:53.980228,90,6
2859,2024-06-20 17:20:53.980228,9,7
2860,2024-06-13 17:20:53.980228,51,2
2861,2024-06-23 17:20:53.980228,16,5
2862,2024-06-19 17:20:53.980228,88,6
2863,2024-06-21 17:20:53.980228,78,4
2864,2024-06-15 17:20:53.980228,3,1
2865,2024-06-17 17:20:53.980228,98,3
2866,2024-06-23 17:20:53.980228,97,9
2867,2024-06-22 17:20:53.980228,24,6
2868,2024-06-14 17:20:53.980228,73,2
2869,2024-06-14 17:20:53.980228,13,9
2870,2024-06-18 17:20:53.980228,2,4
2871,2024-06-20 17:20:53.980228,71,8
